小区名称,行政区,朝向,房屋配置,面积（㎡）,总价（万）,均价(平),楼层,建筑年份,周边,小区地址
保利家园(南区),嘉定区,南北,2室2厅1卫,88.93,370,41606,中层(共18层),2013年建造,嘉定新城,高台路353弄
盘古天地(东区),嘉定区,南北,3室2厅2卫,146.61,680,46382,低层(共29层),2010年建造,嘉定新城,云屏路1188弄
日月光伯爵天地汇景华庭(二期),嘉定区,南北,3室2厅2卫,109.35,423,38684,中层(共16层),2015年建造,嘉定城区,嘉唐公路99弄
新城尚上城(南区),嘉定区,南北,2室2厅1卫,81.26,268,32981,中层(共17层),2012年建造,安亭,安谐路9弄
盐湖新居,嘉定区,南北,2室2厅1卫,82.96,330,39779,低层(共18层),2010年建造,江桥新城,曹安公路2831弄1-10号
安盛苑,嘉定区,南,3室2厅2卫,113.67,470,41348,高层(共6层),1999年建造,丰庄,双河路437弄1-65号
绿地新江桥城(南区),嘉定区,南北,3室2厅2卫,122.28,458.9,37527,低层(共15层),2012年建造,江桥新城,金耀南路80弄
嘉海雅苑(东区),嘉定区,南北,2室2厅1卫,85.05,310,36450,中层(共6层),2015年建造,江桥新城,嘉峪关路280弄
中星海上名豪苑御菁园,嘉定区,南北,2室2厅1卫,90,389,43223,中层(共18层),2015年建造,江桥新城,海波路850弄
万科西郊都会(公寓住宅),嘉定区,南北,3室2厅2卫,96.82,360,37183,中层(共26层),2019年建造,黄渡,博园路6666弄
禹洲老城里,嘉定区,南北,3室2厅1卫,91.33,380,41608,中层(共25层),2014年建造,嘉定城区,柳湖路88弄
中星海兰苑,嘉定区,南北,2室2厅1卫,83.11,325,39105,低层(共11层),2009年建造,江桥新城,华江支路677弄
振鑫花苑,嘉定区,南北,2室2厅1卫,87.65,399,45522,中层(共6层),2004年建造,丰庄,丰庄北路499弄
爱德佳苑(一期),嘉定区,南北,3室2厅2卫,125.46,435,34673,中层(共14层),2011年建造,江桥新城,爱特路185弄
爱德佳苑三街坊(公寓住宅),嘉定区,南北,2室2厅1卫,94.3,370,39237,中层(共13层),2008年建造,江桥新城,爱特路333弄
新城悠活城(东区),嘉定区,南,2室2厅1卫,90.48,284,31389,高层(共18层),2011年建造,嘉定城区,红石路333弄
大学里,嘉定区,南北,3室2厅1卫,91.55,310,33862,中层(共18层),2019年建造,黄渡,"杭桂路1199弄,绿苑路609弄"
金鹤新城水岸秀苑,嘉定区,南北,2室2厅1卫,83.4,325,38969,共5层,2010年建造,江桥新城,鹤旋路500弄
骏丰玲珑坊西苑,嘉定区,南,2室2厅1卫,83.3,370,44418,低层(共26层),2017年建造,马陆,康年路209弄
龙湖郦城(西区公寓住宅),嘉定区,南北,3室2厅2卫,138.25,700,50633,低层(共26层),2014年建造,嘉定新城,双单路1509弄
远香舫新苑,嘉定区,南北,2室2厅1卫,91.87,345,37554,中层(共14层),2013年建造,嘉定城区,裕民南路1777弄
金帝城市岸泊(公寓住宅),嘉定区,南北,3室2厅1卫,86.14,315,36569,高层(共6层),2005年建造,江桥新城,吴杨东路333弄
云翔佳苑(北区),嘉定区,南北,2室1厅1卫,90.35,285,31544,高层(共18层),2015年建造,南翔,"嘉年路750弄,嘉年路650弄"
融侨星誉,嘉定区,南北,3室2厅1卫,81.52,278,34103,低层(共13层),2023年建造,安亭,双浦路388弄
嘉宝梦之湾(公寓住宅),嘉定区,南,3室2厅1卫,98.13,368,37502,低层(共11层),2014年建造,嘉定城区,平城路2055弄
绿地新翔家园,嘉定区,南北,2室2厅1卫,70.29,328,46664,中层(共18层),2018年建造,南翔,真南路4889弄
风荷丽景尚城(中区),嘉定区,南,2室2厅1卫,88.11,385,43696,高层(共29层),2018年建造,嘉定新城,德富路900弄
嘉城新航域,嘉定区,南北,2室2厅1卫,80,360,45000,低层(共6层),2008年建造,江桥新城,海川路58弄
嘉城新航域,嘉定区,南北,2室2厅1卫,88.26,395,44755,中层(共17层),2009年建造,江桥新城,海川路58弄
盘古园府,嘉定区,南北,3室2厅2卫,105.76,470,44441,高层(共20层),2019年建造,嘉定新城,崇信路77弄
振鑫花苑,嘉定区,南北,2室2厅1卫,80,380,47500,中层(共6层),2000年建造,丰庄,丰庄北路499弄
嘉秀新苑,嘉定区,南北,3室2厅2卫,125.91,670,53213,中层(共18层),2010年建造,丰庄,铜川路2655弄
天禧嘉苑(北区),嘉定区,南北,2室2厅1卫,83.61,305,36479,中层(共14层),2011年建造,江桥新城,嘉峪关路600弄
安亭新镇波恩风情,嘉定区,南,3室2厅1卫,89.36,396,44316,共5层,2017年建造,安亭,安智路2078弄
澜茵华庭(东区),嘉定区,南北,2室2厅1卫,80.52,342,42474,中层(共6层),2008年建造,江桥新城,金园一路1519弄1-123号
保利海上五月花(公寓住宅),嘉定区,南北,3室2厅1卫,91.96,360,39148,中层(共14层),2009年建造,菊园新区,永靖路898弄
丽江佳苑,嘉定区,南北,3室2厅2卫,126.38,485,38377,高层(共16层),2011年建造,江桥新城,嘉涌路88弄
路劲上海派Ⅱ盛世景庭,嘉定区,南,3室2厅1卫,88.43,264,29855,中层(共17层),2017年建造,安亭,于塘南路82弄
路劲上海派Ⅱ盛世景庭,嘉定区,南,3室2厅1卫,87.52,256,29251,低层(共17层),2017年建造,安亭,于塘南路82弄
路劲上海派Ⅱ盛世景庭,嘉定区,南,3室2厅1卫,87.29,288,32994,中层(共17层),2017年建造,安亭,于塘南路82弄
绿地海域苏河源(一期公寓住宅),嘉定区,南,2室2厅1卫,81.34,310,38112,中层(共27层),2015年建造,安亭,博园路8085弄
绿地海域苏河源(一期公寓住宅),嘉定区,南北,3室2厅2卫,127.97,519,40557,高层(共27层),2015年建造,安亭,博园路8085弄
金茂嘉园,嘉定区,南北,3室2厅2卫,99.38,600,60375,共5层,2020年建造,嘉定新城,封周路885弄
中信泰富又一城锦苑,嘉定区,南北,2室2厅1卫,91.53,400,43702,低层(共31层),2014年建造,嘉定新城,云屏路518弄
莱英北郡,嘉定区,南北,3室2厅1卫,91.48,305,33341,中层(共18层),2011年建造,黄渡,玉麦路388弄
莱英北郡,嘉定区,南北,3室2厅1卫,92.45,340,36777,高层(共18层),2016年建造,黄渡,玉麦路388弄
绿地新江桥城(西区),嘉定区,南北,2室2厅1卫,80,310,38750,中层(共15层),2012年建造,江桥新城,金耀南路299弄
星怡苑四街坊,嘉定区,南北,3室1厅1卫,82.76,180,21750,中层(共18层),2019年建造,嘉定城区,慈竹路70弄1-18号
东方豪园(二期),嘉定区,南,3室2厅2卫,126.73,690,54447,高层(共33层),2016年建造,马陆,宝安公路3518弄
嘉海雅苑(东区),嘉定区,南北,2室2厅1卫,85.68,328,38282,低层(共18层),2008年建造,江桥新城,嘉峪关路280弄
金帝城市岸泊(公寓住宅),嘉定区,南北,3室2厅2卫,131.71,515,39102,中层(共14层),2005年建造,江桥新城,吴杨东路333弄
金帝城市岸泊(公寓住宅),嘉定区,南北,2室2厅1卫,87.01,328,37697,低层(共6层),2006年建造,江桥新城,吴杨东路333弄
嘉怡坊,嘉定区,南北,3室2厅2卫,124.44,528,42431,中层(共18层),2015年建造,江桥新城,海蓝路98弄
古北萃庭(公寓住宅),嘉定区,南北,3室2厅1卫,90.05,310,34426,高层(共7层),2015年建造,安亭,"彤闻路77弄,彤闻路199弄"
江桥三村四街坊,嘉定区,南北,2室2厅2卫,88.3,345,39072,中层(共6层),2004年建造,江桥新城,"靖远路510弄,临潭路518弄"
合景叠翠峰(一期),嘉定区,南,2室2厅1卫,82.6,285,34504,高层(共18层),2012年建造,菊园新区,秋竹路618弄
玉兰三村,嘉定区,南,3室1厅1卫,89,200,22472,高层(共6层),1993年建造,安亭,墨玉路362弄
水岸金桥苑,嘉定区,南,3室2厅1卫,95.16,345,36255,低层(共13层),2008年建造,江桥新城,鹤霞路555弄
新城金郡(一期南区),嘉定区,南北,2室2厅1卫,83.37,345,41382,中层(共18层),2013年建造,嘉定新城,临泽路89弄
安亭新镇波恩风情,嘉定区,南北,3室1厅1卫,89.04,398,44700,高层(共7层),2019年建造,安亭,安智路2078弄
禹洲丁香里,嘉定区,南,3室2厅1卫,89.68,275,30665,低层(共14层),2018年建造,徐行,树屏东路599弄
中星海兰苑,嘉定区,南北,2室2厅1卫,83.11,299.5,36037,高层(共11层),2009年建造,江桥新城,华江支路677弄
练祁佳城永泰嘉苑(615弄),嘉定区,南北,3室1厅1卫,92,255,27718,低层(共22层),2018年建造,菊园新区,慈竹路615弄
绿洲北水湾名邸,嘉定区,南,2室2厅1卫,85.62,315,36791,高层(共24层),2015年建造,菊园新区,环城路1560弄
路劲上海派花香澜庭,嘉定区,南,3室2厅1卫,91.26,300,32874,高层(共26层),2015年建造,黄渡,双浦路70弄
澜茵华庭(东区),嘉定区,南北,2室1厅1卫,81.73,368,45027,共5层,2008年建造,江桥新城,金园一路1519弄1-123号
天禧嘉苑(西区),嘉定区,南北,2室2厅1卫,84.21,305,36219,中层(共18层),2013年建造,江桥新城,卧龙路333弄
丽江佳苑,嘉定区,南北,3室2厅2卫,126.38,485,38377,低层(共16层),2011年建造,江桥新城,嘉涌路88弄
汇丰沁苑(南区),嘉定区,南北,2室2厅1卫,89.33,310,34703,中层(共6层),2006年建造,江桥新城,临夏路801弄
江桥佳苑,嘉定区,南北,2室1厅1卫,87.58,380,43389,高层(共17层),2017年建造,江桥新城,"华江公路90弄,华江路136弄"
龙湖天璞,嘉定区,南北,2室2厅1卫,79.98,530,66267,高层(共17层),2018年建造,江桥新城,黄家花园路998弄
天禧嘉苑(北区),嘉定区,南北,2室2厅1卫,83.18,340,40876,低层(共18层),2011年建造,江桥新城,嘉峪关路600弄
路劲上海派Ⅱ盛世景庭,嘉定区,南,3室2厅1卫,88.99,288,32364,低层(共16层),2017年建造,安亭,于塘南路82弄
路劲上海派Ⅱ盛世景庭,嘉定区,南,3室2厅1卫,87.81,292,33254,高层(共17层),2017年建造,安亭,于塘南路82弄
嘉城桃花岛香槟河畔(公寓住宅),嘉定区,南,2室2厅1卫,101.97,425,41679,低层(共13层),2007年建造,江桥新城,嘉怡路279弄
安亭名邸,嘉定区,南北,2室2厅1卫,91.35,265,29010,低层(共17层),2012年建造,安亭,南安路88弄
盐湖新居,嘉定区,南北,2室2厅1卫,83.19,388,46641,低层(共18层),2010年建造,江桥新城,曹安公路2831弄1-10号
远香舫新苑,嘉定区,南北,2室2厅1卫,92.08,335,36382,低层(共18层),2013年建造,嘉定城区,裕民南路1777弄
恒大御景湾,嘉定区,南,3室2厅2卫,129.28,580,44864,低层(共17层),2017年建造,马陆,育英南街55弄
白金院邸(公寓住宅),嘉定区,南北,4室2厅2卫,117.07,772,65944,中层(共6层),2009年建造,南翔,芳林路819弄
中星海上名豪苑(60弄),嘉定区,南,4室2厅2卫,135.38,800,59093,中层(共14层),2013年建造,江桥新城,嘉涛路60弄
金帝城市岸泊(公寓住宅),嘉定区,南北,2室2厅1卫,94.73,400,42226,高层(共13层),2008年建造,江桥新城,吴杨东路333弄
汇丰沁苑(北区),嘉定区,南北,3室2厅2卫,133.34,475,35624,低层(共14层),2010年建造,江桥新城,临夏路800弄
万立城(公寓住宅),嘉定区,南,2室2厅1卫,85.95,295,34323,低层(共24层),2016年建造,安亭,"塔山路452弄,塔山路455弄,塔山路398弄塔山路399弄"
翔黄雅苑,嘉定区,南北,3室1厅1卫,84.99,273,32122,低层(共14层),2011年建造,封浜,星华公路1782弄
大成名庭,嘉定区,南,3室2厅2卫,133.34,521,39074,中层(共26层),2019年建造,嘉定城区,"武乡南路259弄,武乡南路230弄"
路劲翡丽湾(公寓住宅),嘉定区,南北,3室2厅2卫,121.43,600,49412,低层(共10层),2014年建造,南翔,雅翔路288弄
中骏璟尚,嘉定区,南北,3室2厅1卫,86.76,275,31697,高层(共24层),2023年建造,安亭,"逸亭路33弄,南安路388弄"
汇丰佳苑,嘉定区,南北,2室2厅1卫,105.94,490,46253,低层(共6层),2004年建造,丰庄,丰庄路399弄
爱德佳苑五街坊,嘉定区,南北,2室2厅1卫,85.76,345,40229,低层(共14层),2013年建造,江桥新城,爱特路89弄1-53号
保利海上五月花(公寓住宅),嘉定区,南北,3室2厅1卫,92,305,33153,低层(共14层),2008年建造,菊园新区,永靖路898弄
万科西郊都会(公寓住宅),嘉定区,南,3室2厅2卫,93.93,355,37795,高层(共21层),2020年建造,黄渡,博园路6666弄
龙湖郦城(西区公寓住宅),嘉定区,南,3室2厅2卫,114.68,544,47437,高层(共29层),2011年建造,嘉定新城,双单路1509弄
天禧嘉苑(北区),嘉定区,南北,2室2厅1卫,83.18,340,40876,高层(共18层),2013年建造,江桥新城,嘉峪关路600弄
路劲上海派Ⅱ盛世景庭,嘉定区,南,3室2厅1卫,89.47,261,29172,高层(共16层),2017年建造,安亭,于塘南路82弄
路劲上海派Ⅱ盛世景庭,嘉定区,南,3室2厅1卫,88,271,30796,高层(共17层),2017年建造,安亭,于塘南路82弄
金鹤新城水岸秀苑,嘉定区,南北,2室2厅1卫,86.89,348,40051,高层(共11层),2010年建造,江桥新城,鹤旋路500弄
安亭中央公园(公寓住宅),嘉定区,南北,2室2厅1卫,97.29,290,29808,中层(共17层),2015年建造,安亭,泽普路588弄
泰宸沙河茗苑,嘉定区,南北,3室2厅2卫,132.84,518,38995,中层(共9层),2010年建造,江桥新城,爱特路68弄
丰庄一村,嘉定区,南,2室1厅1卫,80.25,340,42368,高层(共6层),1999年建造,丰庄,丰庄路450弄
丰庄一村,嘉定区,南,2室1厅1卫,80.16,348,43414,低层(共6层),1994年建造,丰庄,丰庄路450弄
上海常发豪庭国际,嘉定区,南,3室2厅2卫,137.85,570,41350,中层(共18层),2013年建造,嘉定新城,希望路1333弄
天禧嘉苑(东区),嘉定区,南北,3室2厅2卫,121.85,435,35700,中层(共18层),2011年建造,江桥新城,乐秀路299弄
天禧嘉苑(东区),嘉定区,南北,3室2厅2卫,121.85,436,35782,低层(共18层),2012年建造,江桥新城,乐秀路299弄
天禧嘉苑(东区),嘉定区,南北,3室2厅2卫,122.84,450,36634,中层(共14层),2013年建造,江桥新城,乐秀路299弄
路劲上海派Ⅲ观澜雅庭,嘉定区,东南,3室2厅2卫,129.99,430,33080,高层(共11层),2018年建造,安亭,于塘南路380弄
汇丰沁苑(北区),嘉定区,南北,3室2厅2卫,135.1,525,38861,高层(共14层),2010年建造,江桥新城,临夏路800弄
金沙社区,嘉定区,南北,2室2厅1卫,86.19,338,39216,中层(共6层),1997年建造,丰庄,丰庄西路433弄1-167号
金鹤新城中房公寓,嘉定区,南北,2室2厅1卫,80.45,339,42138,高层(共7层),2008年建造,江桥新城,金耀路333弄
大宅风范城,嘉定区,南北,2室2厅1卫,80.61,383,47513,低层(共13层),2008年建造,江桥新城,鹤望路365弄
嘉城新航域,嘉定区,南北,3室2厅2卫,124.64,488,39153,高层(共18层),2009年建造,江桥新城,海川路58弄
华润中央公园(一期北区公寓住宅),嘉定区,南北,3室2厅2卫,144,888,61667,高层(共21层),2013年建造,南翔,浩翔路99弄
汇丰沁苑(南区),嘉定区,南北,3室2厅2卫,123.86,498,40207,中层(共6层),2010年建造,江桥新城,临夏路801弄
汇丰沁苑(南区),嘉定区,南北,3室2厅2卫,123.78,500,40395,中层(共6层),2006年建造,江桥新城,临夏路801弄
天禧嘉苑(北区),嘉定区,南北,2室2厅1卫,83.18,310,37269,中层(共18层),2011年建造,江桥新城,嘉峪关路600弄
金鹤新城水岸秀苑,嘉定区,南北,2室2厅1卫,82.64,388,46951,共4层,2008年建造,江桥新城,鹤旋路500弄
上城名都(公寓住宅),嘉定区,南北,3室2厅1卫,91.93,266,28936,高层(共13层),2012年建造,黄渡,嘉松北路6130弄
中信泰富又一城锦苑,嘉定区,南北,2室2厅1卫,103.44,495,47854,中层(共17层),2014年建造,嘉定新城,云屏路518弄
嘉城雅颂湾,嘉定区,南,2室2厅1卫,86.5,368,42544,高层(共14层),2010年建造,江桥新城,海波路118弄
保利天鹅语苑(二期公寓住宅),嘉定区,南北,3室2厅1卫,118.51,530,44722,中层(共26层),2014年建造,嘉定新城,城固路1331弄
星怡苑三街坊,嘉定区,南北,3室2厅1卫,85.44,220,25750,低层(共18层),2017年建造,嘉定城区,慈竹路69弄1-21号
朗诗绿色街区,嘉定区,南北,2室2厅2卫,118.16,532,45024,低层(共18层),2015年建造,南翔,宝翔路888弄
中星海上名豪苑御菁园,嘉定区,南北,3室2厅2卫,125.06,580,46378,高层(共18层),2015年建造,江桥新城,海波路850弄
盘古园府,嘉定区,南,3室2厅2卫,105.91,471,44472,中层(共20层),2019年建造,嘉定新城,崇信路77弄
古北萃庭(公寓住宅),嘉定区,南北,3室2厅1卫,91.74,310,33792,中层(共7层),2016年建造,安亭,"彤闻路77弄,彤闻路199弄"
申江花苑,嘉定区,南北,2室2厅1卫,90,340,37778,中层(共6层),2001年建造,江桥新城,"靖远路490弄,临潭路460弄,临潭路491弄"
申江花苑,嘉定区,南北,2室2厅1卫,84,284,33810,中层(共6层),2004年建造,江桥新城,"靖远路490弄,临潭路460弄,临潭路491弄"
旭辉公元,嘉定区,南北,3室2厅1卫,89,330,37079,低层(共18层),2022年建造,安亭,德友路77弄
新城悠活城(北区),嘉定区,南,2室2厅1卫,96.47,345,35763,高层(共25层),2012年建造,嘉定城区,柳梁路118弄
住友嘉馨名园,嘉定区,南,3室2厅2卫,137.63,430,31244,低层(共14层),2004年建造,菊园新区,平城路606弄
金鹤新城中房公寓,嘉定区,南北,2室2厅1卫,75.29,295,39182,中层(共7层),2008年建造,江桥新城,金耀路333弄
金鹤新城中房公寓,嘉定区,南北,3室2厅1卫,91.49,355,38803,中层(共11层),2006年建造,江桥新城,金耀路333弄
嘉城新航域,嘉定区,南,2室2厅1卫,80,312,39000,低层(共6层),2007年建造,江桥新城,海川路58弄
嘉城新航域,嘉定区,南,2室2厅1卫,85.94,325,37818,中层(共17层),2009年建造,江桥新城,海川路58弄
振鑫花苑,嘉定区,南北,2室2厅1卫,87.65,378,43127,高层(共6层),1998年建造,丰庄,丰庄北路499弄
金鹤新城双佳翠庭,嘉定区,南北,3室2厅1卫,98.12,400,40767,低层(共6层),2008年建造,江桥新城,金园一路1118弄
上实海上公元,嘉定区,南北,3室2厅2卫,118.1,520,44031,高层(共14层),2018年建造,嘉定新城,希望路260弄
嘉宝梦之月,嘉定区,南,2室2厅1卫,89.9,336,37375,高层(共18层),2019年建造,菊园新区,陈家山路1399弄
